row_id,upi_id,username,handle,amount,hour,velocity,username_risk,handle_risk,fraud_type,label
117,kumar5294@waicici,kumar5294,waicici,3392.96,14,1,0.1111,0,none,0
118,geeta5208@wahdfcbank,geeta5208,wahdfcbank,2980.26,22,3,0.1111,0,none,0
119,divya3508@ibl,divya3508,ibl,3635.78,11,1,0.1111,0,none,0
120,savita3256@axl,savita3256,axl,381.53,20,0,0.1,0,none,0
121,agent592@okicici,agent592,okicici,42871.41,8,4,0.5437,0,suspicious_keyword,1
122,deepak6882@okbizaxis,deepak6882,okbizaxis,417.7,16,0,0.1,0,none,0
123,neha9115@okhdfcbank,neha9115,okhdfcbank,2796.04,10,3,0.125,0,none,0
124,8234384488@okhdfcbank,8234384488,okhdfcbank,113786.44,8,27,0.85,0,phone_as_upi,1
125,ravi9711@paytm,ravi9711,paytm,1748.01,13,1,0.125,0,none,0
126,raj727@okicici,raj727,okicici,13386.98,7,0,0.125,0,none,0
127,rohit9496@waicici,rohit9496,waicici,8013.63,17,3,0.1111,0,none,0
128,deepak99@ibl,deepak99,ibl,5689.13,19,1,0.0625,0,none,0
129,suresh6967@upi,suresh6967,upi,58.55,7,3,0.1,0,none,0
130,savita772@paytm,savita772,paytm,2806.21,18,0,0.0833,0,none,0
131,claim359@paytm,claim359,paytm,27956.28,18,16,0.5437,0,suspicious_keyword,1
132,9866527881@oksbi,9866527881,oksbi,7489.26,12,7,0.85,0,phone_as_upi,1
133,zzw172mqvwmt@oksbi,zzw172mqvwmt,oksbi,73335.83,17,16,0.2625,0,gibberish_username,1
134,swati2954@axl,swati2954,axl,3681.68,18,1,0.1111,0,none,0
135,swati7944@upi,swati7944,upi,191.58,15,0,0.1111,0,none,0
136,rekha6820@axl,rekha6820,axl,501.79,14,1,0.1111,0,none,0
137,agent7330@okaxis,agent7330,okaxis,198860.27,1,9,0.5611,0,large_amount_night,1
138,sita3457@waicici,sita3457,waicici,573.86,7,0,0.125,0,none,0
139,neha6420@okbizaxis,neha6420,okbizaxis,803.19,13,0,0.125,0,none,0
140,7037018326@okaxis,7037018326,okaxis,8894.72,18,22,0.85,0,phone_as_upi,1
141,suresh4498@cnrb,suresh4498,cnrb,1719.83,16,2,0.1,0,none,0
142,nikhil7658@okaxis,nikhil7658,okaxis,1168.58,8,1,0.1,0,none,0
143,ram5143@pthdfc,ram5143,pthdfc,99.85,7,2,0.1429,0,none,0
144,ajay538@okaxis,ajay538,okaxis,3492.61,8,0,0.1071,0,none,0
145,vikram686@okbizaxis,vikram686,okbizaxis,792.47,18,3,0.0833,0,none,0
146,ganesh1332@ibl,ganesh1332,ibl,3068.03,12,0,0.1,0,none,0
147,fplqt4hmqj@axl,fplqt4hmqj,axl,10474.6,18,16,0.225,0,gibberish_username,1
148,swati8870@okaxis,swati8870,okaxis,141.94,21,0,0.1111,0,none,0
149,sunita6050@okhdfcbank,sunita6050,okhdfcbank,219.7,10,3,0.1,0,none,0
150,mohan1038@ibl,mohan1038,ibl,575.28,17,3,0.1111,0,none,0
151,geeta2833@oksbi,geeta2833,oksbi,81.53,22,3,0.1111,0,none,0
152,agent8697@ybl,agent8697,ybl,324102.08,4,5,0.5611,0,large_amount_night,1
153,nisha584@cnrb,nisha584,cnrb,7012.06,8,1,0.0938,0,none,0
154,nikhil5308@paytm,nikhil5308,paytm,3412.3,16,3,0.1,0,none,0
155,agent6912@ybl,agent6912,ybl,292424.59,0,2,0.5611,0,large_amount_night,1
156,agent4052@oksbi,agent4052,oksbi,407635.29,4,4,0.5611,0,large_amount_night,1
157,rekha2173@ybl,rekha2173,ybl,161.68,16,3,0.1111,0,none,0
158,pay1546@okaxis,pay1546,okaxis,1737.3,4,25,0.1429,0,high_velocity,1
159,kavya1683@ibl,kavya1683,ibl,890.67,11,2,0.1111,0,none,0
160,agent3191@okhdfcbank,agent3191,okhdfcbank,143961.9,4,3,0.5611,0,large_amount_night,1
161,anita8902@cnrb,anita8902,cnrb,806.49,7,0,0.1111,0,none,0
162,3pjjvqnh715rhhc0y@ibl,3pjjvqnh715rhhc0y,ibl,35204.19,16,7,0.2735,0,gibberish_username,1
163,deepak4069@upi,deepak4069,upi,1510.63,9,1,0.1,0,none,0
164,agent9520@oksbi,agent9520,oksbi,250694.95,4,5,0.5611,0,large_amount_night,1
165,pay9264@okicici,pay9264,okicici,3690.91,21,53,0.1429,0,high_velocity,1
166,deepak1725@apl,deepak1725,apl,24.61,7,1,0.1,0,none,0
167,8445089695@oksbi,8445089695,oksbi,119885.49,8,24,0.85,0,phone_as_upi,1
168,swati6377@ibl,swati6377,ibl,331.31,7,3,0.1111,0,none,0
169,jyoti5899@okbizaxis,jyoti5899,okbizaxis,1369.97,18,3,0.1111,0,none,0
170,deepak146@okaxis,deepak146,okaxis,244.1,8,0,0.0833,0,none,0
171,1jkjz17r4xg19@ibl,1jkjz17r4xg19,ibl,12320.52,19,11,0.3154,0,gibberish_username,1
172,jyoti7675@waicici,jyoti7675,waicici,107.45,17,1,0.1111,0,none,0
173,9890991226@okaxis,9890991226,okaxis,198196.02,15,14,0.85,0,phone_as_upi,1
174,ajay39@okicici,ajay39,okicici,1989.42,18,0,0.0833,0,none,0
175,vikram8908@upi,vikram8908,upi,792.74,10,1,0.1,0,none,0
176,agent1867@oksbi,agent1867,oksbi,380460.03,2,7,0.5611,0,large_amount_night,1
177,ajay9132@wahdfcbank,ajay9132,wahdfcbank,292.15,20,1,0.125,0,none,0
178,geeta8976@okhdfcbank,geeta8976,okhdfcbank,4364.92,19,2,0.1111,0,none,0
179,lakshmi6717@okbizaxis,lakshmi6717,okbizaxis,1750.89,9,3,0.0909,0,none,0
180,lakshmi2310@cnrb,lakshmi2310,cnrb,633.53,16,0,0.0909,0,none,0
181,kavya7726@pthdfc,kavya7726,pthdfc,488.74,15,1,0.1111,0,none,0
182,s8p4vfj8l9x@apl,s8p4vfj8l9x,apl,39784.21,1,5,0.2909,0,gibberish_username,1
183,nisha5561@okhdfcbank,nisha5561,okhdfcbank,7723.2,9,0,0.1111,0,none,0
184,9200710403@okicici,9200710403,okicici,73022.22,10,31,0.85,0,phone_as_upi,1
185,kiran1166@upi,kiran1166,upi,814.17,20,1,0.1111,0,none,0
186,arun1857@apl,arun1857,apl,2000.3,19,2,0.125,0,none,0
187,ram1803@okbizaxis,ram1803,okbizaxis,243.45,21,1,0.1429,0,none,0
188,anita5589@paytm,anita5589,paytm,106.61,15,0,0.1111,0,none,0
189,pooja9455@ibl,pooja9455,ibl,341.63,16,1,0.1111,0,none,0
190,amit7790@paytm,amit7790,paytm,586.79,7,3,0.125,0,none,0
191,suresh8096@axl,suresh8096,axl,3344.14,22,3,0.1,0,none,0
192,deepak4910@oksbi,deepak4910,oksbi,1222.21,7,0,0.1,0,none,0
193,sita7124@okaxis,sita7124,okaxis,179.33,11,3,0.125,0,none,0
194,nikhil2905@ibl,nikhil2905,ibl,745.6,7,3,0.1,0,none,0
195,ram4397@oksbi,ram4397,oksbi,723.04,9,0,0.1429,0,none,0
196,ram5064@apl,ram5064,apl,1217.53,13,3,0.1429,0,none,0
197,agent2813@okicici,agent2813,okicici,307333.45,4,1,0.5611,0,large_amount_night,1
198,sita9087@ibl,sita9087,ibl,66.83,13,0,0.125,0,none,0
199,ravi8059@okhdfcbank,ravi8059,okhdfcbank,363.69,7,0,0.125,0,none,0
200,divya573@cnrb,divya573,cnrb,4826.4,13,3,0.0938,0,none,0
201,sunita530@okaxis,sunita530,okaxis,41.0,18,3,0.0833,0,none,0
202,ravi6039@axl,ravi6039,axl,2951.46,18,1,0.125,0,none,0
203,neha969@pthdfc,neha969,pthdfc,150.68,11,0,0.1071,0,none,0
204,vtx22khhz7lf49p6p@apl,vtx22khhz7lf49p6p,apl,31805.15,8,6,0.2882,0,gibberish_username,1
205,kiran7180@okbizaxis,kiran7180,okbizaxis,11.4,19,2,0.1111,0,none,0
206,agent5597@ybl,agent5597,ybl,158367.84,3,6,0.5611,0,large_amount_night,1
207,rekha8309@wahdfcbank,rekha8309,wahdfcbank,1219.24,11,0,0.1111,0,none,0
208,k1rmvlbgz@czhzzl,k1rmvlbgz,czhzzl,51131.64,11,15,0.2278,1,fake_handle,1
209,ii0qhpr6@tapsuv,ii0qhpr6,tapsuv,4913.48,5,8,0.0625,1,fake_handle,1
210,fknbc86xsr@ibyzrif,fknbc86xsr,ibyzrif,43007.64,19,12,0.25,1,fake_handle,1
211,9g7d55kymq97d70@upi,9g7d55kymq97d70,upi,67122.02,8,11,0.3333,0,gibberish_username,1
212,vikram3736@okaxis,vikram3736,okaxis,3196.68,14,1,0.1,0,none,0
213,jyoti1830@ybl,jyoti1830,ybl,2852.58,14,1,0.1111,0,none,0
214,pooja4452@oksbi,pooja4452,oksbi,2824.16,21,1,0.1111,0,none,0
215,rekha4860@okbizaxis,rekha4860,okbizaxis,280.39,18,0,0.1111,0,none,0
216,vikram3361@wahdfcbank,vikram3361,wahdfcbank,1050.87,14,2,0.1,0,none,0
217,uth92lnuv@hzkud,uth92lnuv,hzkud,33711.19,17,6,0.0556,1,fake_handle,1
218,arun1641@upi,arun1641,upi,318.83,15,2,0.125,0,none,0
219,pay9581@apl,pay9581,apl,1587.17,0,32,0.1429,0,high_velocity,1
220,agent3181@oksbi,agent3181,oksbi,275768.84,0,5,0.5611,0,large_amount_night,1
221,nikhil681@waicici,nikhil681,waicici,427.57,10,3,0.0833,0,none,0
222,pooja1505@waicici,pooja1505,waicici,1528.42,20,0,0.1111,0,none,0
223,8851078816@okaxis,8851078816,okaxis,61192.08,11,6,0.85,0,phone_as_upi,1
224,raj8351@ibl,raj8351,ibl,2533.66,8,0,0.1429,0,none,0
225,7j6lbxgxbst@apl,7j6lbxgxbst,apl,30755.66,11,7,0.2455,0,gibberish_username,1
226,rekha6165@okhdfcbank,rekha6165,okhdfcbank,352.53,11,2,0.1111,0,none,0
227,swati8017@oksbi,swati8017,oksbi,237.25,18,1,0.1111,0,none,0
228,vikram5110@okaxis,vikram5110,okaxis,1490.56,19,1,0.1,0,none,0
229,nisha2455@pthdfc,nisha2455,pthdfc,241.94,17,2,0.1111,0,none,0
230,bvfzgy213j9mv78j@okicici,bvfzgy213j9mv78j,okicici,78674.3,23,10,0.2938,0,gibberish_username,1
231,ram1962@okhdfcbank,ram1962,okhdfcbank,680.61,18,3,0.1429,0,none,0
232,7607237759@okaxis,7607237759,okaxis,30412.48,10,17,0.85,0,phone_as_upi,1
233,lucky891@okaxis,lucky891,okaxis,98599.99,8,12,0.5437,0,suspicious_keyword,1
234,arun6090@wahdfcbank,arun6090,wahdfcbank,154.04,8,1,0.125,0,none,0
235,pay3409@oksbi,pay3409,oksbi,2707.89,9,36,0.1429,0,high_velocity,1
236,ganesh3684@okbizaxis,ganesh3684,okbizaxis,286.86,13,1,0.1,0,none,0
237,neha923@oksbi,neha923,oksbi,762.97,13,1,0.1071,0,none,0
238,ravi278@axl,ravi278,axl,447.22,10,0,0.1071,0,none,0
239,pay9071@okaxis,pay9071,okaxis,753.3,23,30,0.1429,0,high_velocity,1
240,7578000671@okaxis,7578000671,okaxis,23411.69,8,26,0.85,0,phone_as_upi,1
241,50cvgr3287yz7z0dg@okhdfcbank,50cvgr3287yz7z0dg,okhdfcbank,51970.02,16,10,0.3176,0,gibberish_username,1
242,geeta3793@okaxis,geeta3793,okaxis,2414.14,19,2,0.1111,0,none,0
243,agent3659@okaxis,agent3659,okaxis,295451.33,1,7,0.5611,0,large_amount_night,1
244,vikram154@okhdfcbank,vikram154,okhdfcbank,637.79,17,3,0.0833,0,none,0
245,rahul2673@ibl,rahul2673,ibl,943.64,15,0,0.1111,0,none,0
246,ajay1046@wahdfcbank,ajay1046,wahdfcbank,971.72,9,1,0.125,0,none,0
247,anita3855@paytm,anita3855,paytm,732.34,17,3,0.1111,0,none,0
248,agent6565@okhdfcbank,agent6565,okhdfcbank,359190.47,3,1,0.5611,0,large_amount_night,1
249,kiran7447@wahdfcbank,kiran7447,wahdfcbank,1543.04,21,2,0.1111,0,none,0
250,0xgw98g83mbmgp085@apl,0xgw98g83mbmgp085,apl,78605.2,20,11,0.3176,0,gibberish_username,1
251,ganesh8235@oksbi,ganesh8235,oksbi,904.39,7,1,0.1,0,none,0
252,free111@okaxis,free111,okaxis,1023.86,19,19,0.5571,0,suspicious_keyword,1
253,ram1960@apl,ram1960,apl,153.32,8,3,0.1429,0,none,0
254,vikram5918@okicici,vikram5918,okicici,449.81,15,1,0.1,0,none,0
255,9430473043@oksbi,9430473043,oksbi,125032.76,12,33,0.85,0,phone_as_upi,1
256,mp0f9wtkf31p@okhdfcbank,mp0f9wtkf31p,okhdfcbank,64186.85,2,8,0.2833,0,gibberish_username,1
257,kiran699@okaxis,kiran699,okaxis,25000.0,7,3,0.0938,0,none,0
258,rohit2308@waicici,rohit2308,waicici,1219.95,17,2,0.1111,0,none,0
259,ajay8925@cnrb,ajay8925,cnrb,295.13,17,1,0.125,0,none,0
260,pay7024@okicici,pay7024,okicici,4881.32,14,63,0.1429,0,high_velocity,1
261,pay5896@paytm,pay5896,paytm,4916.01,10,42,0.1429,0,high_velocity,1
262,lakshmi9476@okbizaxis,lakshmi9476,okbizaxis,1108.83,13,3,0.0909,0,none,0
263,8501189016@okaxis,8501189016,okaxis,66565.62,9,33,0.85,0,phone_as_upi,1
264,refund241@paytm,refund241,paytm,14565.07,14,18,0.5333,0,suspicious_keyword,1
265,nisha3362@upi,nisha3362,upi,1139.72,11,3,0.1111,0,none,0
266,divya8641@waicici,divya8641,waicici,1718.63,8,1,0.1111,0,none,0
267,8403332832@okicici,8403332832,okicici,73174.81,23,17,0.85,0,phone_as_upi,1
268,nikhil5125@apl,nikhil5125,apl,3567.13,8,3,0.1,0,none,0
269,anita7759@ybl,anita7759,ybl,416.84,16,2,0.1111,0,none,0
270,zb9tshpkjcp@ybl,zb9tshpkjcp,ybl,66436.61,10,19,0.2227,0,gibberish_username,1
271,5f87erphy5zv4j@plygr,5f87erphy5zv4j,plygr,52957.3,11,5,0.2893,1,fake_handle,1
272,agent4279@okaxis,agent4279,okaxis,393274.75,4,4,0.5611,0,large_amount_night,1
273,agent6813@okicici,agent6813,okicici,417487.55,2,5,0.5611,0,large_amount_night,1
274,divya1538@paytm,divya1538,paytm,1123.13,8,3,0.1111,0,none,0
275,pay2875@paytm,pay2875,paytm,2953.76,23,35,0.1429,0,high_velocity,1
276,deepak5570@pthdfc,deepak5570,pthdfc,135.16,14,1,0.1,0,none,0
277,7892596606@okicici,7892596606,okicici,103293.67,16,20,0.85,0,phone_as_upi,1
278,neha6013@oksbi,neha6013,oksbi,122.56,22,0,0.125,0,none,0
279,anita1290@upi,anita1290,upi,182.03,18,3,0.1111,0,none,0
280,meena988@upi,meena988,upi,235.86,8,0,0.0938,0,none,0
281,rohit5699@axl,rohit5699,axl,146.59,14,1,0.1111,0,none,0
282,kavya2097@ybl,kavya2097,ybl,139.62,16,3,0.1111,0,none,0
283,agent9090@okicici,agent9090,okicici,416689.89,3,6,0.5611,0,large_amount_night,1
284,amit2531@ibl,amit2531,ibl,463.98,12,0,0.125,0,none,0
285,agent3765@okaxis,agent3765,okaxis,368863.07,3,6,0.5611,0,large_amount_night,1
286,vikram4684@axl,vikram4684,axl,151.18,15,1,0.1,0,none,0
287,vikram7185@ybl,vikram7185,ybl,3211.55,15,1,0.1,0,none,0
288,u1dpvlp2rjrauao@zndduohzd,u1dpvlp2rjrauao,zndduohzd,19298.18,19,9,0.0333,1,fake_handle,1
289,rahul2356@apl,rahul2356,apl,266.48,11,1,0.1111,0,none,0
290,anita2740@axl,anita2740,axl,529.32,22,1,0.1111,0,none,0
291,pay3210@oksbi,pay3210,oksbi,952.49,15,46,0.1429,0,high_velocity,1
292,deepak7879@oksbi,deepak7879,oksbi,556.11,19,2,0.1,0,none,0
293,pcgq5y1k5rsnbz9d@okicici,pcgq5y1k5rsnbz9d,okicici,44437.66,13,7,0.2625,0,gibberish_username,1
294,geeta2536@waicici,geeta2536,waicici,284.14,19,0,0.1111,0,none,0
295,rahul9822@okaxis,rahul9822,okaxis,600.96,16,1,0.1111,0,none,0
296,e99cxqzdlausur@irql,e99cxqzdlausur,irql,51905.31,2,16,0.0357,1,fake_handle,1
297,7y97hyw3c34hl3@okaxis,7y97hyw3c34hl3,okaxis,51930.9,18,4,0.325,0,gibberish_username,1
298,nisha3229@upi,nisha3229,upi,398.26,18,0,0.1111,0,none,0
299,vikram9251@okicici,vikram9251,okicici,173.38,9,1,0.1,0,none,0
300,geeta3395@okhdfcbank,geeta3395,okhdfcbank,108.01,15,1,0.1111,0,none,0
301,suresh5060@ybl,suresh5060,ybl,6270.04,15,0,0.1,0,none,0
302,anita4587@pthdfc,anita4587,pthdfc,1786.42,18,0,0.1111,0,none,0
303,wh5ybbpz6cfvfn@paytm,wh5ybbpz6cfvfn,paytm,4873.51,0,6,0.2357,0,gibberish_username,1
304,rahul235@okaxis,rahul235,okaxis,7027.84,19,0,0.0938,0,none,0
305,iwh5n0ymu4em@rohoatjl,iwh5n0ymu4em,rohoatjl,32038.11,18,2,0.0625,1,fake_handle,1
306,nisha6629@oksbi,nisha6629,oksbi,617.63,14,2,0.1111,0,none,0
307,lakshmi6540@okaxis,lakshmi6540,okaxis,1227.76,22,0,0.0909,0,none,0
